cat_periodo,nomb_inst,cod_carrera,nomb_carrera,gen_alu,anio_ing_carr_act,dur_total_carr
2020,UNIVERSIDAD DE CONCEPCION,47.0,Ingeniería Civil Eléctrica,Masculino,2014,12
2020,UNIVERSIDAD DE CONCEPCION,51.0,Ingeniería Civil Mecánica,Masculino,2014,12
2020,UNIVERSIDAD DE CONCEPCION,12.0,Ingeniería Civil en Telecomunicaciones,Masculino,2016,12
2020,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Masculino,2012,12
2020,UNIVERSIDAD DE CONCEPCION,188.0,Ingeniería Civil Aeroespacial,Masculino,2014,12
2020,UNIVERSIDAD DE CONCEPCION,51.0,Ingeniería Civil Mecánica,Masculino,2014,12
2020,UNIVERSIDAD DE CONCEPCION,51.0,Ingeniería Civil Mecánica,Masculino,2014,12
2020,UNIVERSIDAD DE CONCEPCION,49.0,Ingeniería Civil Informática,Masculino,2015,12
2020,UNIVERSIDAD DE CONCEPCION,51.0,Ingeniería Civil Mecánica,Masculino,2014,12
2020,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Masculino,2014,12
2020,UNIVERSIDAD DE CONCEPCION,52.0,Ingeniería Civil Metalúrgica,Masculino,2014,12
2020,UNIVERSIDAD DE CONCEPCION,53.0,Ingeniería Civil Química,Masculino,2012,12
2020,UNIVERSIDAD DE CONCEPCION,53.0,Ingeniería Civil Química,Masculino,2014,12
2020,UNIVERSIDAD DE CONCEPCION,51.0,Ingeniería Civil Mecánica,Masculino,2013,12
2020,UNIVERSIDAD DE CONCEPCION,52.0,Ingeniería Civil Metalúrgica,Masculino,2015,12
2020,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Masculino,2013,12
2020,UNIVERSIDAD DE CONCEPCION,45.0,Ingeniería Civil,Masculino,2014,12
2020,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Masculino,2014,12
2020,UNIVERSIDAD DE CONCEPCION,53.0,Ingeniería Civil Química,Masculino,2011,12
2020,UNIVERSIDAD DE CONCEPCION,45.0,Ingeniería Civil,Femenino,2011,12
2020,UNIVERSIDAD DE CONCEPCION,52.0,Ingeniería Civil Metalúrgica,Femenino,2014,12
2020,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Masculino,2015,12
2020,UNIVERSIDAD DE CONCEPCION,518.0,Ingeniería Civil de Minas,Masculino,2013,11
2020,UNIVERSIDAD DE CONCEPCION,51.0,Ingeniería Civil Mecánica,Masculino,2014,12
2020,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Masculino,2012,12
2020,UNIVERSIDAD DE CONCEPCION,48.0,Ingeniería Civil Electrónica,Masculino,2013,12
2020,UNIVERSIDAD DE CONCEPCION,518.0,Ingeniería Civil de Minas,Femenino,2014,11
2020,UNIVERSIDAD DE CONCEPCION,208.0,Ingeniería Civil Matemática,Masculino,2014,12
2020,UNIVERSIDAD DE CONCEPCION,53.0,Ingeniería Civil Química,Femenino,2012,12
2020,UNIVERSIDAD DE CONCEPCION,47.0,Ingeniería Civil Eléctrica,Masculino,2014,12
2020,UNIVERSIDAD DE CONCEPCION,53.0,Ingeniería Civil Química,Femenino,2014,12
2020,UNIVERSIDAD DE CONCEPCION,51.0,Ingeniería Civil Mecánica,Masculino,2013,12
2020,UNIVERSIDAD DE CONCEPCION,52.0,Ingeniería Civil Metalúrgica,Femenino,2013,12
2020,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Masculino,2014,12
2020,UNIVERSIDAD DE CONCEPCION,518.0,Ingeniería Civil de Minas,Femenino,2014,11
2020,UNIVERSIDAD DE CONCEPCION,51.0,Ingeniería Civil Mecánica,Masculino,2016,12
2020,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Masculino,2014,12
2020,UNIVERSIDAD DE CONCEPCION,53.0,Ingeniería Civil Química,Femenino,2014,12
2020,UNIVERSIDAD DE CONCEPCION,51.0,Ingeniería Civil Mecánica,Masculino,2016,12
2020,UNIVERSIDAD DE CONCEPCION,53.0,Ingeniería Civil Química,Masculino,2014,12
2020,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Masculino,2014,12
2020,UNIVERSIDAD DE CONCEPCION,45.0,Ingeniería Civil,Masculino,2015,12
2020,UNIVERSIDAD DE CONCEPCION,51.0,Ingeniería Civil Mecánica,Masculino,2013,12
2020,UNIVERSIDAD DE CONCEPCION,49.0,Ingeniería Civil Informática,Masculino,2014,12
2020,UNIVERSIDAD DE CONCEPCION,51.0,Ingeniería Civil Mecánica,Masculino,2014,12
2020,UNIVERSIDAD DE CONCEPCION,53.0,Ingeniería Civil Química,Masculino,2015,12
2020,UNIVERSIDAD DE CONCEPCION,518.0,Ingeniería Civil de Minas,Masculino,2013,11
2020,UNIVERSIDAD DE CONCEPCION,12.0,Ingeniería Civil en Telecomunicaciones,Masculino,2014,12
2020,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Femenino,2014,12
2020,UNIVERSIDAD DE CONCEPCION,53.0,Ingeniería Civil Química,Femenino,2014,12
2020,UNIVERSIDAD DE CONCEPCION,51.0,Ingeniería Civil Mecánica,Masculino,2012,12
2020,UNIVERSIDAD DE CONCEPCION,45.0,Ingeniería Civil,Femenino,2013,12
2020,UNIVERSIDAD DE CONCEPCION,52.0,Ingeniería Civil Metalúrgica,Masculino,2012,12
2020,UNIVERSIDAD DE CONCEPCION,51.0,Ingeniería Civil Mecánica,Femenino,2019,12
2020,UNIVERSIDAD DE CONCEPCION,52.0,Ingeniería Civil Metalúrgica,Femenino,2013,12
2020,UNIVERSIDAD DE CONCEPCION,53.0,Ingeniería Civil Química,Masculino,2014,12
2020,UNIVERSIDAD DE CONCEPCION,45.0,Ingeniería Civil,Femenino,2014,12
2020,UNIVERSIDAD DE CONCEPCION,45.0,Ingeniería Civil,Masculino,2014,12
2020,UNIVERSIDAD DE CONCEPCION,47.0,Ingeniería Civil Eléctrica,Masculino,2013,12
2020,UNIVERSIDAD DE CONCEPCION,49.0,Ingeniería Civil Informática,Masculino,2013,12
2020,UNIVERSIDAD DE CONCEPCION,51.0,Ingeniería Civil Mecánica,Masculino,2014,12
2020,UNIVERSIDAD DE CONCEPCION,12.0,Ingeniería Civil en Telecomunicaciones,Masculino,2015,12
2020,UNIVERSIDAD DE CONCEPCION,49.0,Ingeniería Civil Informática,Masculino,2014,12
2020,UNIVERSIDAD DE CONCEPCION,518.0,Ingeniería Civil de Minas,Masculino,2013,11
2020,UNIVERSIDAD DE CONCEPCION,53.0,Ingeniería Civil Química,Femenino,2014,12
2020,UNIVERSIDAD DE CONCEPCION,242.0,Ingeniería Civil Biomédica,Masculino,2015,12
2020,UNIVERSIDAD DE CONCEPCION,47.0,Ingeniería Civil Eléctrica,Masculino,2016,12
2020,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Masculino,2013,12
2020,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Femenino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,49.0,Ingeniería Civil Informática,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,49.0,Ingeniería Civil Informática,Masculino,1996,12
2021,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Masculino,2014,12
2021,UNIVERSIDAD DE CONCEPCION,231.0,Ingeniería Civil de Materiales,Masculino,2015,11
2021,UNIVERSIDAD DE CONCEPCION,47.0,Ingeniería Civil Eléctrica,Masculino,2013,12
2021,UNIVERSIDAD DE CONCEPCION,231.0,Ingeniería Civil de Materiales,Masculino,2011,11
2021,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Femenino,2013,12
2021,UNIVERSIDAD DE CONCEPCION,51.0,Ingeniería Civil Mecánica,Masculino,2012,12
2021,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Femenino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Femenino,2016,12
2021,UNIVERSIDAD DE CONCEPCION,242.0,Ingeniería Civil Biomédica,Masculino,2014,12
2021,UNIVERSIDAD DE CONCEPCION,242.0,Ingeniería Civil Biomédica,Femenino,2016,12
2021,UNIVERSIDAD DE CONCEPCION,49.0,Ingeniería Civil Informática,Masculino,2012,12
2021,UNIVERSIDAD DE CONCEPCION,52.0,Ingeniería Civil Metalúrgica,Masculino,2014,12
2021,UNIVERSIDAD DE CONCEPCION,48.0,Ingeniería Civil Electrónica,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,45.0,Ingeniería Civil,Femenino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,12.0,Ingeniería Civil en Telecomunicaciones,Masculino,2014,12
2021,UNIVERSIDAD DE CONCEPCION,51.0,Ingeniería Civil Mecánica,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,51.0,Ingeniería Civil Mecánica,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,51.0,Ingeniería Civil Mecánica,Masculino,2014,12
2021,UNIVERSIDAD DE CONCEPCION,518.0,Ingeniería Civil de Minas,Masculino,2014,11
2021,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Masculino,2016,12
2021,UNIVERSIDAD DE CONCEPCION,45.0,Ingeniería Civil,Femenino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,48.0,Ingeniería Civil Electrónica,Femenino,2014,12
2021,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Masculino,1993,12
2021,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Femenino,2016,12
2021,UNIVERSIDAD DE CONCEPCION,53.0,Ingeniería Civil Química,Masculino,2014,12
2021,UNIVERSIDAD DE CONCEPCION,49.0,Ingeniería Civil Informática,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,45.0,Ingeniería Civil,Masculino,2013,12
2021,UNIVERSIDAD DE CONCEPCION,51.0,Ingeniería Civil Mecánica,Masculino,2014,12
2021,UNIVERSIDAD DE CONCEPCION,231.0,Ingeniería Civil de Materiales,Femenino,2014,11
2021,UNIVERSIDAD DE CONCEPCION,45.0,Ingeniería Civil,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,53.0,Ingeniería Civil Química,Masculino,2014,12
2021,UNIVERSIDAD DE CONCEPCION,52.0,Ingeniería Civil Metalúrgica,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Masculino,2016,12
2021,UNIVERSIDAD DE CONCEPCION,51.0,Ingeniería Civil Mecánica,Masculino,2014,12
2021,UNIVERSIDAD DE CONCEPCION,52.0,Ingeniería Civil Metalúrgica,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,45.0,Ingeniería Civil,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,51.0,Ingeniería Civil Mecánica,Masculino,2014,12
2021,UNIVERSIDAD DE CONCEPCION,47.0,Ingeniería Civil Eléctrica,Masculino,2017,12
2021,UNIVERSIDAD DE CONCEPCION,53.0,Ingeniería Civil Química,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,47.0,Ingeniería Civil Eléctrica,Masculino,2017,12
2021,UNIVERSIDAD DE CONCEPCION,49.0,Ingeniería Civil Informática,Femenino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,518.0,Ingeniería Civil de Minas,Masculino,2016,11
2021,UNIVERSIDAD DE CONCEPCION,49.0,Ingeniería Civil Informática,Masculino,2016,12
2021,UNIVERSIDAD DE CONCEPCION,52.0,Ingeniería Civil Metalúrgica,Masculino,2012,12
2021,UNIVERSIDAD DE CONCEPCION,518.0,Ingeniería Civil de Minas,Masculino,2014,11
2021,UNIVERSIDAD DE CONCEPCION,51.0,Ingeniería Civil Mecánica,Masculino,2014,12
2021,UNIVERSIDAD DE CONCEPCION,52.0,Ingeniería Civil Metalúrgica,Masculino,2012,12
2021,UNIVERSIDAD DE CONCEPCION,53.0,Ingeniería Civil Química,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,45.0,Ingeniería Civil,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,47.0,Ingeniería Civil Eléctrica,Masculino,2017,12
2021,UNIVERSIDAD DE CONCEPCION,48.0,Ingeniería Civil Electrónica,Masculino,2014,12
2021,UNIVERSIDAD DE CONCEPCION,53.0,Ingeniería Civil Química,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,45.0,Ingeniería Civil,Masculino,2014,12
2021,UNIVERSIDAD DE CONCEPCION,51.0,Ingeniería Civil Mecánica,Femenino,2016,12
2021,UNIVERSIDAD DE CONCEPCION,52.0,Ingeniería Civil Metalúrgica,Masculino,2014,12
2021,UNIVERSIDAD DE CONCEPCION,49.0,Ingeniería Civil Informática,Masculino,2014,12
2021,UNIVERSIDAD DE CONCEPCION,518.0,Ingeniería Civil de Minas,Masculino,2013,11
2021,UNIVERSIDAD DE CONCEPCION,45.0,Ingeniería Civil,Masculino,2016,12
2021,UNIVERSIDAD DE CONCEPCION,53.0,Ingeniería Civil Química,Masculino,2013,12
2021,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Masculino,2009,12
2021,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Masculino,2016,12
2021,UNIVERSIDAD DE CONCEPCION,53.0,Ingeniería Civil Química,Masculino,2018,12
2021,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Femenino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,12.0,Ingeniería Civil en Telecomunicaciones,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,49.0,Ingeniería Civil Informática,Masculino,2016,12
2021,UNIVERSIDAD DE CONCEPCION,51.0,Ingeniería Civil Mecánica,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Femenino,2016,12
2021,UNIVERSIDAD DE CONCEPCION,518.0,Ingeniería Civil de Minas,Masculino,2014,11
2021,UNIVERSIDAD DE CONCEPCION,242.0,Ingeniería Civil Biomédica,Masculino,2016,12
2021,UNIVERSIDAD DE CONCEPCION,49.0,Ingeniería Civil Informática,Masculino,2016,12
2021,UNIVERSIDAD DE CONCEPCION,47.0,Ingeniería Civil Eléctrica,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,45.0,Ingeniería Civil,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,52.0,Ingeniería Civil Metalúrgica,Femenino,2014,12
2021,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Femenino,2016,12
2021,UNIVERSIDAD DE CONCEPCION,188.0,Ingeniería Civil Aeroespacial,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Femenino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Femenino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,208.0,Ingeniería Civil Matemática,Femenino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,52.0,Ingeniería Civil Metalúrgica,Masculino,2013,12
2021,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Femenino,2016,12
2021,UNIVERSIDAD DE CONCEPCION,47.0,Ingeniería Civil Eléctrica,Masculino,2016,12
2021,UNIVERSIDAD DE CONCEPCION,52.0,Ingeniería Civil Metalúrgica,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,242.0,Ingeniería Civil Biomédica,Femenino,2016,12
2021,UNIVERSIDAD DE CONCEPCION,49.0,Ingeniería Civil Informática,Masculino,2013,12
2021,UNIVERSIDAD DE CONCEPCION,49.0,Ingeniería Civil Informática,Masculino,2003,12
2021,UNIVERSIDAD DE CONCEPCION,49.0,Ingeniería Civil Informática,Masculino,1999,12
2021,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Femenino,2016,12
2021,UNIVERSIDAD DE CONCEPCION,45.0,Ingeniería Civil,Femenino,2014,12
2021,UNIVERSIDAD DE CONCEPCION,48.0,Ingeniería Civil Electrónica,Masculino,2014,12
2021,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Masculino,2016,12
2021,UNIVERSIDAD DE CONCEPCION,53.0,Ingeniería Civil Química,Masculino,2014,12
2021,UNIVERSIDAD DE CONCEPCION,242.0,Ingeniería Civil Biomédica,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Masculino,2016,12
2021,UNIVERSIDAD DE CONCEPCION,52.0,Ingeniería Civil Metalúrgica,Femenino,2014,12
2021,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Femenino,2016,12
2021,UNIVERSIDAD DE CONCEPCION,52.0,Ingeniería Civil Metalúrgica,Masculino,2016,12
2021,UNIVERSIDAD DE CONCEPCION,53.0,Ingeniería Civil Química,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Femenino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,188.0,Ingeniería Civil Aeroespacial,Masculino,2012,12
2021,UNIVERSIDAD DE CONCEPCION,188.0,Ingeniería Civil Aeroespacial,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,242.0,Ingeniería Civil Biomédica,Femenino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,518.0,Ingeniería Civil de Minas,Masculino,2014,11
2021,UNIVERSIDAD DE CONCEPCION,51.0,Ingeniería Civil Mecánica,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,242.0,Ingeniería Civil Biomédica,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,52.0,Ingeniería Civil Metalúrgica,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Masculino,2016,12
2021,UNIVERSIDAD DE CONCEPCION,47.0,Ingeniería Civil Eléctrica,Femenino,2016,12
2021,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Masculino,2014,12
2021,UNIVERSIDAD DE CONCEPCION,208.0,Ingeniería Civil Matemática,Masculino,2011,12
2021,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Masculino,2016,12
2021,UNIVERSIDAD DE CONCEPCION,49.0,Ingeniería Civil Informática,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Femenino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Masculino,2016,12
2021,UNIVERSIDAD DE CONCEPCION,518.0,Ingeniería Civil de Minas,Masculino,2014,11
2021,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,47.0,Ingeniería Civil Eléctrica,Femenino,2013,12
2021,UNIVERSIDAD DE CONCEPCION,51.0,Ingeniería Civil Mecánica,Masculino,2017,12
2021,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,45.0,Ingeniería Civil,Masculino,2013,12
2021,UNIVERSIDAD DE CONCEPCION,52.0,Ingeniería Civil Metalúrgica,Femenino,2016,12
2021,UNIVERSIDAD DE CONCEPCION,45.0,Ingeniería Civil,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,51.0,Ingeniería Civil Mecánica,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,52.0,Ingeniería Civil Metalúrgica,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,12.0,Ingeniería Civil en Telecomunicaciones,Masculino,2018,12
2021,UNIVERSIDAD DE CONCEPCION,242.0,Ingeniería Civil Biomédica,Femenino,2014,12
2021,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,45.0,Ingeniería Civil,Masculino,2013,12
2021,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Masculino,2016,12
2021,UNIVERSIDAD DE CONCEPCION,188.0,Ingeniería Civil Aeroespacial,Masculino,2016,12
2021,UNIVERSIDAD DE CONCEPCION,52.0,Ingeniería Civil Metalúrgica,Femenino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,52.0,Ingeniería Civil Metalúrgica,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,47.0,Ingeniería Civil Eléctrica,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,45.0,Ingeniería Civil,Masculino,2012,12
2021,UNIVERSIDAD DE CONCEPCION,45.0,Ingeniería Civil,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,52.0,Ingeniería Civil Metalúrgica,Femenino,2017,12
2021,UNIVERSIDAD DE CONCEPCION,48.0,Ingeniería Civil Electrónica,Masculino,2014,12
2021,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,45.0,Ingeniería Civil,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,188.0,Ingeniería Civil Aeroespacial,Masculino,2014,12
2021,UNIVERSIDAD DE CONCEPCION,45.0,Ingeniería Civil,Masculino,2013,12
2021,UNIVERSIDAD DE CONCEPCION,47.0,Ingeniería Civil Eléctrica,Masculino,2016,12
2021,UNIVERSIDAD DE CONCEPCION,48.0,Ingeniería Civil Electrónica,Masculino,2010,12
2021,UNIVERSIDAD DE CONCEPCION,208.0,Ingeniería Civil Matemática,Femenino,2013,12
2021,UNIVERSIDAD DE CONCEPCION,242.0,Ingeniería Civil Biomédica,Masculino,2014,12
2021,UNIVERSIDAD DE CONCEPCION,518.0,Ingeniería Civil de Minas,Masculino,2013,11
2021,UNIVERSIDAD DE CONCEPCION,49.0,Ingeniería Civil Informática,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,52.0,Ingeniería Civil Metalúrgica,Femenino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,51.0,Ingeniería Civil Mecánica,Masculino,2013,12
2021,UNIVERSIDAD DE CONCEPCION,51.0,Ingeniería Civil Mecánica,Masculino,2016,12
2021,UNIVERSIDAD DE CONCEPCION,45.0,Ingeniería Civil,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Femenino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,47.0,Ingeniería Civil Eléctrica,Masculino,2011,12
2021,UNIVERSIDAD DE CONCEPCION,52.0,Ingeniería Civil Metalúrgica,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,48.0,Ingeniería Civil Electrónica,Masculino,2013,12
2021,UNIVERSIDAD DE CONCEPCION,48.0,Ingeniería Civil Electrónica,Masculino,2014,12
2021,UNIVERSIDAD DE CONCEPCION,53.0,Ingeniería Civil Química,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,242.0,Ingeniería Civil Biomédica,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,51.0,Ingeniería Civil Mecánica,Masculino,2012,12
2021,UNIVERSIDAD DE CONCEPCION,51.0,Ingeniería Civil Mecánica,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,45.0,Ingeniería Civil,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,188.0,Ingeniería Civil Aeroespacial,Masculino,2014,12
2021,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,45.0,Ingeniería Civil,Masculino,2014,12
2021,UNIVERSIDAD DE CONCEPCION,47.0,Ingeniería Civil Eléctrica,Masculino,2014,12
2021,UNIVERSIDAD DE CONCEPCION,45.0,Ingeniería Civil,Femenino,2016,12
2021,UNIVERSIDAD DE CONCEPCION,51.0,Ingeniería Civil Mecánica,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,53.0,Ingeniería Civil Química,Femenino,2016,12
2021,UNIVERSIDAD DE CONCEPCION,45.0,Ingeniería Civil,Femenino,2014,12
2021,UNIVERSIDAD DE CONCEPCION,51.0,Ingeniería Civil Mecánica,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,45.0,Ingeniería Civil,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,48.0,Ingeniería Civil Electrónica,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,53.0,Ingeniería Civil Química,Masculino,2014,12
2021,UNIVERSIDAD DE CONCEPCION,231.0,Ingeniería Civil de Materiales,Femenino,2014,11
2021,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Masculino,2011,12
2021,UNIVERSIDAD DE CONCEPCION,49.0,Ingeniería Civil Informática,Masculino,2013,12
2021,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Masculino,2016,12
2021,UNIVERSIDAD DE CONCEPCION,45.0,Ingeniería Civil,Femenino,2012,12
2021,UNIVERSIDAD DE CONCEPCION,47.0,Ingeniería Civil Eléctrica,Masculino,2014,12
2021,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Femenino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Masculino,2013,12
2021,UNIVERSIDAD DE CONCEPCION,47.0,Ingeniería Civil Eléctrica,Masculino,2009,12
2021,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Femenino,2014,12
2021,UNIVERSIDAD DE CONCEPCION,45.0,Ingeniería Civil,Femenino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,518.0,Ingeniería Civil de Minas,Masculino,2013,11
2021,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Femenino,2016,12
2021,UNIVERSIDAD DE CONCEPCION,45.0,Ingeniería Civil,Femenino,2013,12
2021,UNIVERSIDAD DE CONCEPCION,231.0,Ingeniería Civil de Materiales,Masculino,2013,11
2021,UNIVERSIDAD DE CONCEPCION,52.0,Ingeniería Civil Metalúrgica,Masculino,2013,12
2021,UNIVERSIDAD DE CONCEPCION,231.0,Ingeniería Civil de Materiales,Masculino,2015,11
2021,UNIVERSIDAD DE CONCEPCION,45.0,Ingeniería Civil,Femenino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,50.0,Ingeniería Civil Industrial,Masculino,2015,12
2021,UNIVERSIDAD DE CONCEPCION,47.0,Ingeniería Civil Eléctrica,Masculino,2014,12
2021,UNIVERSIDAD DE CONCEPCION,49.0,Ingeniería Civil Informática,Masculino,2014,12
